Book|Chapter|Verse|Targum|Samaritan
1|41|26|שבע פרואתה טבאתה שבע שנים הנין ושבע שבליה טבאתה שבע שנים אנין חלם אחד הוא|שבע הפרות הטובות שבע שנים הנה ושבע השבלים הטובות שבע שנים הנה חלום אחד הוא
1|41|27|ושבע פרואתה רקריקאתה ובישאתה סלקאתה בתרין שבעת שנים אנין ושבע שבליה דקיקאתה ושדיפאת קדומה יהן שבע שני כפן|ושבע הפרות הרקות והרעות העלות אחריהן שבע שנים הנה ושבע השבלים הדקות ושדיפת הקדים יהיו שבע שני רעב
1|41|28|הוא ממללה דמללת עם פרעה ית דהאלהים עבד אחזי ית פרעה|הוא הדבר אשר דברתי אל פרעה את אשר האלהים עשה הראה את פרעה
1|41|29|אה שבעת שנין אתין סבע רב בכל ארע מצרים|הנה שבע שנים באות שבע גדול בכל ארץ מצרים
1|41|30|ויקומן שבע שני כפן בתרין ויתנשי כל סבעה בארע מצרים ויסכם כפנה ית ארעה|וקמו שבע שני רעב אחריהן ונשכח כל השבע בארץ מצרים וכלה הרעב את הארץ
1|41|31|ולא יתעכם סבעה בארעה מקדם כפנה ההוא ובתר כן הלא יקר הוא שריר|ולא יודע השבע בארץ מפני הרעב ההוא ואחרי כן כי כבד הוא מאד
1|41|32|וסלק תניאנות חלמה לפרעה זבנהים הלא אתכבן ממללה מן עם האלהים ומזרז האלהים למעבדה|ועלה שנית החלום אל פרעה פעמים כי נכון הדבר מעם האלהים וממהר האלהים לעשותו
1|41|33|וכדו יחזי לה פרעה גבר נעיר וחכים וישבינה על ארע מצרים|ועתה יראה לו פרעה איש נבון וחכום וישתהו על ארץ מצרים
1|41|34|ויעבד פרעה וימני מהימנים על ארעה ויחמש ית ארע מצרים בשבע שני סבעה|ויעש פרעה ויפקד פקדים על הארץ ויחמש את ארץ מצרים בשבע שני השבע
1|41|35|ויצמת ית כל מזונה שבעתי שניה טבאתה אתיאתה אלין ויצברון מיר תחת אד פרעה מזון בקריאתה ויטרון|ויקבץ את כל האכל שבע השנים הטובות הבאות האלה ויצברו בר תחת יד פרעה אכל בערים וישמרו
1|41|36|ויהי מזונה לסרכן לארעה לשבע שני כפנה דיהן בארע מצרים ולא תתעקר ארעה בכפן|והיה האכל לפקדון לארץ לשבע שני הרעב אשר תהינה בארץ מצרים ולא תכרת הארץ ברעב
1|41|37|ואתיטב ממללה בעיני פרעה ובעיני כל עבדיו|וייטב הדבר בעיני פרעה ובעיני כל עבדיו
1|41|38|ואמר פרעה לעבדיו הנשקע כדן גבר דרוח אלהים בה|ויאמר פרעה אל עבדיו הנמצא כזה איש אשר רוח אלהים בו
1|41|39|ואמר פרעה ליוסף בתר חכם אלהים יתך ית כל דה לית נעיר וחכים כבתך|ויאמר פרעה אל יוסף אחרי הודיע אלהים אתך את כל זאת אין נבון וחכום כמוך
1|41|40|אתה תהי על ביתי ועל מימרך יפרנס כל עמי לוד כרסיה ארבי מנך|אתה תהיה על ביתי ועל פיך ישק כל עמי רק הכסא אגדל ממך
1|41|41|ואמר פרעה ליוסף חזי יהבת יתך על כל ארע מצרים|ויאמר פרעה אל יוסף ראה נתתי אתך על כל ארץ מצרים
1|41|42|ואסטה פרעה ית עסקתה מן על אדה ויהב יתה על אד יוסף ואלבש יתה רקיעי מילת ושבה רביד דהב על צברה|ויסר פרעה את טבעתו מעל ידו ויתן אתה על יד יוסף וילבש אתו בגדי שש וישם רביד זהב על צוארו
1|41|43|וארכב יתה במרכבתה תניאנתה דלה ואזמן לקדמיו כרוז ויהב יתה על כל ארע מצרים|וירכב אתו במרכבת המשנה אשר לו ויקרא לפניו אברך ונתן אתו על כל ארץ מצרים
1|41|44|ואמר פרעה ליוסף אנא פרעה ובלעדיך לא ירים אנש ית אדה וית רגלה בכל ארע מצרים|ויאמר פרעה אל יוסף אני פרעה ובלעדיך לא ירים איש את ידו ואת רגלו בכל ארץ מצרים
1|41|45|וזעק פרעה שם יוסף טמירתי גלה ויהב לה ית אסנת ברת פוטיפרע כהן אן לאתה ונפק יוסף על ארע מצרים|ויקרא פרעה שם יוסף צפינתי פענה ויתן לו את אסנת בת פוטיפרע כהן אן לאשה ויצא יוסף על ארץ מצרים
1|41|46|ויוסף בר תלתין שנה במקעמה לקדם פרעה מלך מצרים ונפק יוסף מלקדם פרעה ועבר בכל ארע מצרים|ויוסף בן שלשים שנה בעמדו לפני פרעה מלך מצרים ויצא יוסף מלפני פרעה ויעבר בכל ארץ מצרים
1|41|47|ועבדת ארעה בשבע שני סבעה לצמותים|ותעש הארץ בשבע שני השבע לקמצים
1|41|48|וצמת ית כל מזונה שבעתי שניה דהוה סבעה בארע מצרים ויהב מזון בקריאתה מזון חקל קרתה דסהרתה יהב בגבה|ויקבץ את כל האכל שבע השנים אשר היה השבע בארץ מצרים ויתן אכל בערים אכל שדה העיר אשר סביבתיה נתן בתוכה
1|41|49|וצבר יוסף מיר כחל ימה הסגה שריר עד הלא קץ לממני הלא לית מניאן|ויצבר יוסף בר כחול הים הרבה מאד עד כי חדל לספר כי אין מספר
1|41|50|וליוסף אתילדו תרין בנין בהדלא תיעל שנת כפנה דילדת לה אסנת ברת פוטיפרע כהן אן|וליוסף ילדו שני בנים בטרם תבוא שנת הרעב אשר ילדה לו אסנת בת פוטיפרע כהנאן
1|41|51|וזעק יוסף שם בכורה מנשה הלא נשתי אלהים ית עמלי וית כל בית אבה|ויקרא יוסף שם הבכור מנשה כי נשני אלהים את עמלי ואת כל בית אבי
1|41|52|וית שם תניאנה קרא אפרים הלא אפרתי אלהים בארע לבוטי|ואת שם השני קרא אפרים כי הפרני אלהים בארץ עניי
1|41|53|ואתסכמי שבעתי שני סבעה דהבו בארע מצרים|ותכלנה שבע שני השבע אשר היו בארץ מצרים
1|41|54|ושריי שבעתי שני כפנה למיעל כמד אמר יוסף והוה כפנה בכל ארעתה ובכל ארע מצרים הוה לחם|ותחלנה שבע שני הרעב לבוא כאשר אמר יוסף ויהי הרעב בכל הארצות ובכל ארץ מצרים היה לחם
1|41|55|ואתכפנת כל ארע מצרים וצבע עמה לפרעה ללחם ואמר פרעה לכל מצרים אזלו ליד יוסף ודיימר לכון תעבדון|ותרעב כל ארץ מצרים ויצעק העם אל פרעה ללחם ויאמר פרעה לכל מצרים לכו אל יוסף ואשר יאמר לכם תעשון
1|41|56|וכפנה הוה על אפי כל ארעה ואפתח יוסף ית כל דבון מיר ואמיר למצרים ותקף כפנה בארע מצרים|והרעב היה על פני כל הארץ ויפתח יוסף את כל אשר בהם בר וישבר למצרים ויחזק הרעב בארץ מצרים
1|41|57|וכל ארעתה עלו למצרים לממור מן יוסף הלא תקף כפנה בכל ארעה|וכל הארצות באו מצרימה לשבר אל יוסף כי חזק הרעב בכל הארץ
1|42|1|וחזה יעקב הלא אית מיר במצרים ואמר יעקב לבניו למה תשתפלון|וירא יעקב כי יש שבר במצרים ויאמר יעקב אל בניו למה תתיראו
1|42|2|ואמר אה שמעת הלא יית מיר במצרים נתו לתמן ומירו לנן מתמן ונתוחי ולא נמות|ויאמר הנה שמעתי כי יש שבר במצרים רדו שם ושברו לנו משם ונחיה ולא נמות
1|42|3|ונעתו אחי יוסף עסרה לממור מיר ממצרים|וירדו אחי יוסף עשרה לשבר בר ממצרים
1|42|4|וית בנימים אחי יוסף לא שלח יעקב עם אחיו הלא אמר דלא ירענה אסקל|ואת בנימים אחי יוסף לא שלח יעקב את אחיו כי אמר פן יקראנו אסון
1|42|5|ועלו בני ישראל לממור בגו חלוליה הלא הוה כפנה בארע כנען|ויבאו בני ישראל לשבר בתוך הבאים כי היה הרעב בארץ כנען
1|42|6|ויוסף הוא דשליט על ארעה והוא דממיר לכל עם ארעה ועלו אחי יוסף וסגדו לה אפים ארעה|ויוסף הוא השליט על הארץ והוא המשביר לכל עם הארץ ויבאו אחי יוסף וישתחוו לו אפים ארצה
1|42|7|וחזה יוסף ית אחיו ואכרון ואתנכר לון ומלל עמון קשיאית ואמר לון מן אהן אתיתון ואמרו מן ארע כנען לממור מזון|וירא יוסף את אחיו ויכרם ויתנכר אליהם וידבר אתם קשות ויאמר אליהם מאין באתם ויאמרו מארץ כנען לשבר אכל
1|42|8|ואכר יוסף ית אחיו ואנון לא אכרוה|ויכר יוסף את אחיו והם לא הכרהו
1|42|9|ואדכר יוסף ית חלמיה דחלם לון ואמר לון מיללין אתון למחזי ית ערות ארעה אתיתון|ויזכר יוסף את החלמות אשר חלם להם ויאמר אליהם מרגלים אתם לראות את ערות הארץ באתם
1|42|10|ואמרו לה לא רבי עבדיך אתו לממור מזון|ויאמרו אליו לא אדני ועבדיך באו לשבר אכל
1|42|11|כלנן בני גבר אחד אנחנן מהימנים אנחנן לא הוו עבדיך מיללין|כלנו בני איש אחד אנחנו כנים אנחנו לא היו עבדיך מרגלים
1|42|12|ואמר לון לא הלא גנות ארעה אתיתון למחזי|ויאמר אליהם לא כי ערות הארץ באתם לראות
1|42|13|ואמרו תריעסר עבדיך אחים אנחנן בני גבר אחד בארע כנען ואה זעורה עם אבונן יומן ואחדה ליתו|ויאמרו שנים עשר עבדיך אחים אנחנו בני איש אחד בארץ כנען והנה הקטן את אבינו היום והאחד איננו
1|42|14|ואמר לון יוסף הוא דמללת לכון למימר מיללין אתון|ויאמר אליהם יוסף הוא אשר דברתי אליכם לאמר מרגלים אתם
1|42|15|בדה תתבלשון חיי פרעה אם תפקון מדן הלא אם במיתי אחוכון זעורה לאכה|בזאת תבחנו חי פרעה אם תצאו מזה כי אם בבוא אחיכם הקטן הנה
1|42|16|שלחו מנכון אחד ויסב ית אחוכון ואתון אתאסרו ויבלשן מליכון אנית קשטה עמכון ואם לא חיי פרעה הלא מיללין אתון ואמרו לא יכל רביה למשבק ית אביו וישבק ית אביו ומאת|שלחו מכם אחד ויקח את אחיכם ואתם האסרו ויבחנו דבריכם האמת אתכם ואם לא חי פרעה כי מרגלים אתם ויאמרו לא יוכל הנער לעזב את אביו ועזב את אביו ומת
